RoadId,RoadKind,RoadDirection,RoadForm,LaneCount,Width,SpeedLimitMin,SpeedLimitMax,RoadStatus,NextIds,PrevIds,lane_roadid,lane_lanenum,lane_laneid,lane_nexts(roadId:laneNum),lane_pres(roadId:laneNum),lane_CategoryVehicle,lane_CategorySpecial,lane_CategoryLocation,lane_Transition,lane_isVirtual,LaneConnects(LaneId:RoadId:PassRoadIds:ArrowInfo:LaneInfo:BusLane:LaneNum:LaneLeft:LaneRight)
107726339,5,2,0,5,17.18,0,60,1,107726256/107726259/107726269/,107726351/,107726339,5,19167567,(107726269:35),(107726351:230),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726259,5,2,6,4,13.48,0,60,1,107726303/,107726339/,107726259,1,19167654,(107726303:156),(107726339:82),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726259,5,2,6,4,13.48,0,60,1,107726303/,107726339/,107726259,2,19167653,(107726303:155),(107726339:81),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726259,5,2,6,4,13.48,0,60,1,107726303/,107726339/,107726259,3,19167652,(107726303:154),(107726339:80),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726259,5,2,6,4,13.48,0,60,1,107726303/,107726339/,107726259,4,19167655,(107726303:153),(107726339:80),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726250,5,2,6,2,6.55,0,30,1,107726303/,107726308/,107726250,1,19167689,(107726303:154),(107726308:205),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726250,5,2,6,2,6.55,0,30,1,107726303/,107726308/,107726250,2,19167688,(107726303:153),(107726308:205),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726246,5,2,6,1,3.3,0,60,1,107726303/,107726268/,107726246,1,19167694,(107726303:156),(107726268:184),0,256,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726257,5,2,6,2,6.77,0,30,1,107726303/,107726301/,107726257,1,19167656,(107726303:156),(107726301:143),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726257,5,2,6,2,6.77,0,30,1,107726303/,107726301/,107726257,2,19167657,(107726303:155),(107726301:143),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726303,5,2,0,5,16.645,0,60,1,107726350/,107726246/107726250/107726257/107726259/,107726303,1,19167399,(107726350:125),,128,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726303,5,2,0,5,16.645,0,60,1,107726350/,107726246/107726250/107726257/107726259/,107726303,2,19167388,(107726350:126),(107726259:166)(107726257:168)(107726246:206),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726303,5,2,0,5,16.645,0,60,1,107726350/,107726246/107726250/107726257/107726259/,107726303,3,19167387,(107726350:127),(107726259:165)(107726257:169),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726303,5,2,0,5,16.645,0,60,1,107726350/,107726246/107726250/107726257/107726259/,107726303,4,19167386,(107726350:128),(107726259:164)(107726250:201),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726303,5,2,0,5,16.645,0,60,1,107726350/,107726246/107726250/107726257/107726259/,107726303,5,19167385,(107726350:129),(107726259:167)(107726250:200),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726350,5,2,0,5,16.71,0,60,1,107726306/,107726303/,107726350,1,19167613,(107726306:189),(107726303:167),128,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726350,5,2,0,5,16.71,0,60,1,107726306/,107726303/,107726350,2,19167614,(107726306:190),(107726303:156),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726350,5,2,0,5,16.71,0,60,1,107726306/,107726303/,107726350,3,19167615,(107726306:191),(107726303:155),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726350,5,2,0,5,16.71,0,60,1,107726306/,107726303/,107726350,4,19167616,(107726306:187),(107726303:154),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726350,5,2,0,5,16.71,0,60,1,107726306/,107726303/,107726350,5,19167617,(107726306:188),(107726303:153),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726306,5,2,0,5,16.77,0,60,1,107726365/,107726350/,107726306,1,19167421,,(107726350:125),128,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726306,5,2,0,5,16.77,0,60,1,107726365/,107726350/,107726306,2,19167422,(107726365:192),(107726350:126),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726306,5,2,0,5,16.77,0,60,1,107726365/,107726350/,107726306,3,19167423,(107726365:193),(107726350:127),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726306,5,2,0,5,16.77,0,60,1,107726365/,107726350/,107726306,4,19167419,(107726365:194),(107726350:128),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726306,5,2,0,5,16.77,0,60,1,107726365/,107726350/,107726306,5,19167420,(107726365:157)(107726365:195),(107726350:129),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726365,5,2,0,5,15.49,0,60,1,107726363/,107726306/,107726365,1,19167424,(107726363:166),(107726306:190),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726365,5,2,0,5,15.49,0,60,1,107726363/,107726306/,107726365,2,19167425,(107726363:163),(107726306:191),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726365,5,2,0,5,15.49,0,60,1,107726363/,107726306/,107726365,3,19167426,(107726363:165),(107726306:187),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726365,5,2,0,5,15.49,0,60,1,107726363/,107726306/,107726365,4,19167427,(107726363:196),(107726306:188),0,0,0,3,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726365,5,2,0,5,15.49,0,60,1,107726363/,107726306/,107726365,5,19167389,(107726363:164),(107726306:188),0,0,0,3,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726363,5,2,0,5,14.83,0,60,1,107726364/,107726365/,107726363,1,19167398,(107726364:162),(107726365:192),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726363,5,2,0,5,14.83,0,60,1,107726364/,107726365/,107726363,2,19167395,(107726364:159),(107726365:193),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726363,5,2,0,5,14.83,0,60,1,107726364/,107726365/,107726363,3,19167397,(107726364:161),(107726365:194),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726363,5,2,0,5,14.83,0,60,1,107726364/,107726365/,107726363,4,19167428,(107726364:158),(107726365:195),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726363,5,2,0,5,14.83,0,60,1,107726364/,107726365/,107726363,5,19167396,(107726364:160),(107726365:157),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726364,5,2,0,5,14.425,0,60,1,108892906/,107726363/,107726364,1,19167394,(108892906:20),(107726363:166),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726364,5,2,0,5,14.425,0,60,1,108892906/,107726363/,107726364,2,19167391,(108892906:23),(107726363:163),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726364,5,2,0,5,14.425,0,60,1,108892906/,107726363/,107726364,3,19167393,(108892906:21),(107726363:165),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726364,5,2,0,5,14.425,0,60,1,108892906/,107726363/,107726364,4,19167390,(108892906:22),(107726363:196),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107726364,5,2,0,5,14.425,0,60,1,108892906/,107726363/,107726364,5,19167392,(108892906:24),(107726363:164),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892872,5,2,6,2,6.405,0,60,1,108892887/,108892906/,108892872,1,19475417,(108892887:35),(108892906:22),0,4,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892872,5,2,6,2,6.405,0,60,1,108892887/,108892906/,108892872,2,19474430,(108892887:33)(108892887:34),(108892906:24),0,4,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892868,5,2,6,2,6.86,0,60,1,108892925/,108892906/,108892868,1,22399166,(108892925:47),(108892906:22),0,256,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892868,5,2,6,2,6.86,0,60,1,108892925/,108892906/,108892868,2,22023732,(108892925:47),(108892906:24),0,256,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892876,5,2,6,2,5.99,0,60,1,108892912/,108892906/,108892876,1,19454493,(108892912:71),(108892906:20),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892876,5,2,6,2,5.99,0,60,1,108892912/,108892906/,108892876,2,19454492,(108892912:36),(108892906:20),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892906,5,2,0,5,14.43,0,60,1,108892868/108892872/108892876/108892880/,107726364/,108892906,1,19454228,(108892876:28)(108892876:29),(107726364:162),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892906,5,2,0,5,14.43,0,60,1,108892868/108892872/108892876/108892880/,107726364/,108892906,2,19454231,(108892880:0),(107726364:159),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892906,5,2,0,5,14.43,0,60,1,108892868/108892872/108892876/108892880/,107726364/,108892906,3,19454229,(108892880:254)(108892880:255),(107726364:161),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892906,5,2,0,5,14.43,0,60,1,108892868/108892872/108892876/108892880/,107726364/,108892906,4,19454230,(108892872:217)(108892868:190),(107726364:158),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892906,5,2,0,5,14.43,0,60,1,108892868/108892872/108892876/108892880/,107726364/,108892906,5,19454232,(108892872:254)(108892868:52),(107726364:160),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892880,5,2,6,3,8.75,0,40,1,108892914/,108892906/,108892880,1,19454464,(108892914:42),(108892906:23),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892880,5,2,6,3,8.75,0,40,1,108892914/,108892906/,108892880,2,19454463,(108892914:44),(108892906:21),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892880,5,2,6,3,8.75,0,40,1,108892914/,108892906/,108892880,3,19454462,(108892914:99),(108892906:21),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892878,5,2,6,2,6.01,0,40,1,108892914/,,108892878,1,22023717,(108892914:44),,0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892878,5,2,6,2,6.01,0,40,1,108892914/,,108892878,2,22023716,(108892914:99),,0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892883,5,2,6,2,5.92,0,40,1,108892914/,,108892883,1,22023721,(108892914:42),,0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892883,5,2,6,2,5.92,0,40,1,108892914/,,108892883,2,22023722,(108892914:44),,0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892870,5,2,6,2,6.88,0,40,1,108892914/,108892919/,108892870,1,22114828,(108892914:44),(108892919:217),0,256,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892870,5,2,6,2,6.88,0,40,1,108892914/,108892919/,108892870,2,22023727,(108892914:44),(108892919:218),0,256,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892893,5,2,6,1,3.76,0,40,1,108892879/,108892894/,108892893,1,19454331,(108892879:5)(108892879:6),(108892894:113),0,4,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892879,5,2,6,2,7.19,0,40,1,108892914/,108892893/,108892879,1,19454470,(108892914:44),(108892893:123),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892879,5,2,6,2,7.19,0,40,1,108892914/,108892893/,108892879,2,19454469,(108892914:99),(108892893:123),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892882,5,2,6,2,6.6,0,40,1,108892914/,108892909/,108892882,1,19454466,(108892914:42),(108892909:54),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892882,5,2,6,2,6.6,0,40,1,108892914/,108892909/,108892882,2,19454465,(108892914:44),(108892909:54),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892914,5,2,0,3,9.545,0,40,1,107833408/,108892870/108892878/108892879/108892880/108892882/108892883/,108892914,1,19454250,(107833408:61),(108892880:0)(108892882:2)(108892883:41),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892914,5,2,0,3,9.545,0,40,1,107833408/,108892870/108892878/108892879/108892880/108892882/108892883/,108892914,2,19454252,(107833408:60),(108892880:255)(108892882:1)(108892879:6)(108892878:37)(108892883:42)(108892870:47)(108892870:12),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892914,5,2,0,3,9.545,0,40,1,107833408/,108892870/108892878/108892879/108892880/108892882/108892883/,108892914,3,19454307,(107833408:59),(108892880:254)(108892879:5)(108892878:36),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833408,5,2,0,3,9.465,0,40,1,107833368/,108892914/,107833408,1,19454525,(107833368:126),(108892914:42),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833408,5,2,0,3,9.465,0,40,1,107833368/,108892914/,107833408,2,19454524,(107833368:125),(108892914:44),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833408,5,2,0,3,9.465,0,40,1,107833368/,108892914/,107833408,3,19454523,(107833368:124),(108892914:99),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833368,5,2,0,3,9.44,0,40,1,107833414/,107833408/,107833368,1,19454334,(107833414:247),(107833408:61),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833368,5,2,0,3,9.44,0,40,1,107833414/,107833408/,107833368,2,19454333,(107833414:246),(107833408:60),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833368,5,2,0,3,9.44,0,40,1,107833414/,107833408/,107833368,3,19454332,(107833414:245),(107833408:59),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833414,5,2,0,3,9.585,0,40,1,107833370/,107833368/,107833414,1,19474423,(107833370:133),(107833368:126),0,0,0,2,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833414,5,2,0,3,9.585,0,40,1,107833370/,107833368/,107833414,2,19474422,(107833370:133),(107833368:125),0,0,0,2,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833414,5,2,0,3,9.585,0,40,1,107833370/,107833368/,107833414,3,19474421,(107833370:132),(107833368:124),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833370,5,2,0,2,6.635,0,40,1,107833371/,107833414/,107833370,1,19454341,(107833371:136),(107833414:246)(107833414:247),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833370,5,2,0,2,6.635,0,40,1,107833371/,107833414/,107833370,2,19454340,(107833371:135),(107833414:245),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833371,5,2,0,2,6.67,0,40,1,107841198/,107833370/,107833371,1,19454344,(107841198:253),(107833370:133),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833371,5,2,0,2,6.67,0,40,1,107841198/,107833370/,107833371,2,19454343,(107841198:252),(107833370:132),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107841198,5,2,0,2,6.69,0,40,1,107833413/,107833371/,107841198,1,19474429,(107833413:144),(107833371:136),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107841198,5,2,0,2,6.69,0,40,1,107833413/,107833371/,107841198,2,19474428,(107833413:143)(107833413:152)(107833413:154),(107833371:135),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833413,5,2,0,4,13.52,0,40,1,107833375/,107841198/,107833413,1,19454352,(107833375:151),(107841198:253),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833413,5,2,0,4,13.52,0,40,1,107833375/,107841198/,107833413,2,19454351,(107833375:150),(107841198:252),0,0,0,3,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833413,5,2,0,4,13.52,0,40,1,107833375/,107841198/,107833413,3,19454362,(107833375:149),(107841198:252),0,0,0,3,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833413,5,2,0,4,13.52,0,40,1,107833375/,107841198/,107833413,4,19454360,(107833375:145),(107841198:252),0,0,0,3,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833375,5,2,0,4,13.895,0,40,1,107833376/,107833413/,107833375,1,19454359,(107833376:148),(107833413:144),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833375,5,2,0,4,13.895,0,40,1,107833376/,107833413/,107833375,2,19454358,(107833376:146),(107833413:143),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833375,5,2,0,4,13.895,0,40,1,107833376/,107833413/,107833375,3,19454357,(107833376:153),(107833413:154),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833375,5,2,0,4,13.895,0,40,1,107833376/,107833413/,107833375,4,19454353,(107833376:147),(107833413:152),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833376,5,2,0,4,13.88,0,40,1,107833377/,107833375/,107833376,1,19454356,(107833377:158),(107833375:151),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833376,5,2,0,4,13.88,0,40,1,107833377/,107833375/,107833376,2,19454354,(107833377:157),(107833375:150),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833376,5,2,0,4,13.88,0,40,1,107833377/,107833375/,107833376,3,19454361,(107833377:156),(107833375:149),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833376,5,2,0,4,13.88,0,40,1,107833377/,107833375/,107833376,4,19454355,(107833377:155),(107833375:145),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833377,5,2,0,4,13.965,0,40,1,107833378/,107833376/,107833377,1,19454366,(107833378:162),(107833376:148),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833377,5,2,0,4,13.965,0,40,1,107833378/,107833376/,107833377,2,19454365,(107833378:161),(107833376:146),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833377,5,2,0,4,13.965,0,40,1,107833378/,107833376/,107833377,3,19454364,(107833378:160),(107833376:153),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833377,5,2,0,4,13.965,0,40,1,107833378/,107833376/,107833377,4,19454363,(107833378:159),(107833376:147),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108739563,5,2,6,1,3.75,0,40,1,107833398/,107833378/,108739563,1,22023729,(107833398:234),(107833378:159),0,256,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108267289,5,2,6,1,3.66,0,40,1,107834834/,107833378/,108267289,1,19454453,(107834834:195),(107833378:162),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108267284,5,2,6,3,10.51,0,40,1,107833379/,107833378/,108267284,1,19454448,(107833379:182),(107833378:162),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108267284,5,2,6,3,10.51,0,40,1,107833379/,107833378/,108267284,2,19454447,(107833379:181),(107833378:161),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108267284,5,2,6,3,10.51,0,40,1,107833379/,107833378/,108267284,3,19454446,(107833379:181),(107833378:160),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833378,5,2,0,4,14,0,40,1,108267284/108267289/108267293/108739563/,107833377/,107833378,1,19454370,(108267284:240)(108267289:245),(107833377:158),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833378,5,2,0,4,14,0,40,1,108267284/108267289/108267293/108739563/,107833377/,107833378,2,19454369,(108267284:239),(107833377:157),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833378,5,2,0,4,14,0,40,1,108267284/108267289/108267293/108739563/,107833377/,107833378,3,19454368,(108267284:238),(107833377:156),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107833378,5,2,0,4,14,0,40,1,108267284/108267289/108267293/108739563/,107833377/,107833378,4,19454367,(108267293:163)(108739563:49),(107833377:155),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108267293,5,2,6,1,3.61,0,40,1,108267287/,107833378/,108267293,1,19454371,(108267287:253),(107833378:159),0,4,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108267287,5,2,6,1,3.645,0,40,1,108739726/,108267293/,108267287,1,19454461,(108739726:58),(108267293:163),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108267292,5,2,6,1,3.7,0,40,1,108739726/,107833382/,108267292,1,19454439,(108739726:58),(107833382:173),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108267291,6,2,6,1,4.085,0,40,1,108739726/,107833387/,108267291,1,19454449,(108739726:58),(107833387:190),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108739726,6,2,0,2,9.73,0,40,1,108741320/,108267287/108267291/108267292/,108739726,1,22025736,(108741320:59),,128,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108739726,6,2,0,2,9.73,0,40,1,108741320/,108267287/108267291/108267292/,108739726,2,22025530,(108741320:60),(108267292:231)(108267291:241)(108267287:253),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108741320,6,2,0,2,7.575,0,40,1,107841313/,108739726/,108741320,1,22025531,(107841313:34),(108739726:8),128,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108741320,6,2,0,2,7.575,0,40,1,107841313/,108739726/,108741320,2,22025532,(107841313:1),(108739726:58),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107841313,6,2,0,2,6.9,0,40,1,,108741320/,107841313,1,19474466,,(108741320:59),128,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107841313,6,2,0,2,6.9,0,40,1,,108741320/,107841313,2,19474433,,(108741320:60),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107724659,6,2,0,2,8.41,0,40,1,107724665/,107726276/,107724659,1,19166351,(107724665:145),,128,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107724659,6,2,0,2,8.41,0,40,1,107724665/,107726276/,107724659,2,19166350,(107724665:146),(107726276:242),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107724665,6,2,0,2,7.39,0,40,1,,107724659/,107724665,1,19166353,,(107724659:143),128,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
107724665,6,2,0,2,7.39,0,40,1,,107724659/,107724665,2,19166354,,(107724659:142),0,0,0,1,0,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892887,5,2,6,3,10.095,0,60,1,108892913/,108892872/,108892887,1,19454499,(108892913:93),(108892872:217),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892887,5,2,6,3,10.095,0,60,1,108892913/,108892872/,108892887,2,19454498,(108892913:94),(108892872:254),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
108892887,5,2,6,3,10.095,0,60,1,108892913/,108892872/,108892887,3,19454497,(108892913:95),(108892872:254),0,0,0,1,1,(1235646:1345256:123566/12451461/123451346/:3:8:4:5:6:7)
